生徒ID,保護者ID,契約ID,契約ID_存在,請求ID,請求ID_存在,金額,開始日,顧客表記用請求名
223012,8223005,,×,,×,17000,2025/10/01,アン進学ジム【中学部】 アン進学ジム【中学部】【夏期講習会】中1_グループ生（トライアル講習差額分）
201369,8201368,,×,,×,7480,2025/10/01,9月ご請求分　※休会キャンセル（9月～11月）の為
14484,8111220,,×,,×,1800,2025/10/01,9月授業料差額分（週1→週2）
14485,8111220,,×,,×,2800,2025/10/01,9月授業料差額分（週1→フリー）
222911,8222910,,×,,×,10000,2025/10/01,アンプログラミングクラブ【入会金】 (税別)
223129,8214228,,×,,×,4800,2025/10/01,アンプログラミングクラブ【選択講習会】プログラミング夏期講習  プログラミング生4コマ (税別)
222060,8222059,,×,,×,3000,2025/12/01,アンさんこくキッズ【教材費】 1教科（4月・8月・12月） (税別)
221698,8221697,,×,,×,6000,2025/09/01,まなびワールド夏期講習ショート2日追加分
218183,8218182,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
213939,8213867,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
214724,8214722,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
218541,8200504,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
211200,8211080,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
202310,8202070,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
217934,8217933,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
213385,8212548,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
205544,8110562,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
15349,8111880,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
205781,8205711,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
207244,8207243,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
222019,8222018,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
220927,8220341,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
218309,8217901,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
214242,8213867,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
216238,8216237,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
222864,8222779,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
222083,8222082,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
204875,8204874,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
211874,8211872,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
218563,8214078,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
202331,8202330,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
223177,8222584,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
218422,8208152,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
213074,8213072,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
203966,8203965,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
209111,8208813,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
208153,8208152,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
213206,8213205,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
213527,8206914,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
208882,8208881,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
212640,8212630,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
15925,8112309,,×,,×,3500,2025/09/01,アン美文字クラブ_夏期講習_4コマ電話受付価格
223263,8223261,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
13618,8110576,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
222984,8222953,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
214725,8214723,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
214650,8214649,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
219806,8219805,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
207208,8207204,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
218440,8213072,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
215688,8215638,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
211873,8211872,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
210917,8204141,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
215343,8215342,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
206672,8200532,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
223262,8223261,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
223008,8203965,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
205941,8205883,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
206829,8206668,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
217563,8216340,,×,,×,3200,2025/09/01,アン美文字クラブ_夏期講習_4コマ
200784,8200783,,×,,×,6000,2025/09/01,Red_４コマ_夏期講習
223178,8217021,,×,,×,1000,2025/09/01,White_４コマ_夏期講習
223068,8223019,,×,,×,6000,2025/09/01,Red_４コマ_夏期講習
206672,8200532,,×,,×,6000,2025/09/01,Yellow_４コマ_夏期講習
223179,8217021,,×,,×,1000,2025/09/01,White_４コマ_夏期講習
223187,8223133,,×,,×,9000,2025/09/01,Yellow_６コマ_夏期講習
223196,8223193,,×,,×,6000,2025/09/01,Yellow_４コマ_夏期講習
211633,8211632,,×,,×,3000,2025/09/01,まなびワールド夏期講習ショート１日追加分
215927,8211632,,×,,×,3000,2025/09/01,まなびワールド夏期講習ショート１日追加分
213341,8111866,,×,,×,12000,2025/09/01,アンイングリッシュレッド教材費
218349,8215008,,×,,×,3500,2025/09/01,【月会費_8月】アンインターナショナル
218349,8215008,,×,,×,26000,2025/09/01,【授業料_8月】アンインターナショナルゼブラ 年少 レギュラー週2回
218349,8215008,,×,,×,5000,2025/09/01,【教材費_8月】アンインターナショナル
223317,8223315,,×,,×,3600,2025/09/01,アンさんこくキッズ教材費
223316,8223315,,×,,×,3600,2025/09/01,アンさんこくキッズ教材費
223210,8222806,24SOR_1000001,×,24SOR_1000001_60,×,1000,2025/09/01,入会時_【教材費】 半年払い（4月・10月）
223210,8222806,24SOR_1000001,×,24SOR_1000001_7,×,0,2025/09/01,アンそろばんクラブ【バッグ】初回プレゼント
223210,8222806,24SOR_1000001,×,24SOR_1000001_55,×,500,2025/09/01,入会時_当月分_カルチャー【設備費】
223210,8222806,24SOR_1000001,×,24SOR_1000001_6,×,5000,2025/09/01,アンそろばんクラブ【入会金】
223210,8222806,24SOR_1000001,×,24SOR_1000001_8,×,0,2025/09/01,アンそろばんクラブ【本体代】初回プレゼント
223210,8222806,24SOR_1000001,×,24SOR_1000001_54,×,700,2025/09/01,入会時_当月分【月会費】
223210,8222806,24SOR_1000001,×,24SOR_1000001_53,×,3180,2025/09/01,入会時_当月分【授業料】(前払い制の為) _ ３回分
223276,8223274,,×,,×,3600,2025/09/01,アンさんこくキッズ教材費
222807,8222806,24SOR_1000001,×,24SOR_1000001_7,×,0,2025/09/01,アンそろばんクラブ【バッグ】初回プレゼント
222807,8222806,24SOR_1000001,×,24SOR_1000001_54,×,700,2025/09/01,入会時_当月分【月会費】
222807,8222806,24SOR_1000001,×,24SOR_1000001_55,×,500,2025/09/01,入会時_当月分_カルチャー【設備費】
222807,8222806,24SOR_1000001,×,24SOR_1000001_53,×,3180,2025/09/01,入会時_当月分【授業料】(前払い制の為) _ ３回分
222807,8222806,24SOR_1000001,×,24SOR_1000001_6,×,5000,2025/09/01,アンそろばんクラブ【入会金】
222807,8222806,24SOR_1000001,×,24SOR_1000001_8,×,0,2025/09/01,アンそろばんクラブ【本体代】初回プレゼント
222807,8222806,24SOR_1000001,×,24SOR_1000001_60,×,1000,2025/09/01,入会時_【教材費】 半年払い（4月・10月）
222807,8222806,24SOR_1000001,×,24SOR_1000001_50,×,3500,2025/09/01,入会時_当月分【授業料ALL】(前払い制の為)
223275,8223274,,×,,×,3600,2025/09/01,アンさんこくキッズ教材費
222483,8222444,,×,,×,7200,2025/09/01,SEEDS 小学部　【授業料】小5　【個別】1：2
222482,8222444,,×,,×,7200,2025/09/01,SEEDS 小学部　【授業料】小5　【個別】1：2
223074,8205476,,×,,×,700,2025/09/01,アンそろばんクラブ月会費（８月分）
223074,8205476,24SOR_1000001,×,24SOR_1000001_53,×,3180,2025/09/01,入会時_当月分【授業料】(前払い制の為) _ ３回分
223074,8205476,24SOR_1000001,×,24SOR_1000001_6,×,5000,2025/09/01,アンそろばんクラブ【入会金】
223074,8205476,24SOR_1000001,×,24SOR_1000001_60,×,1000,2025/09/01,入会時_【教材費】 半年払い（4月・10月）
223074,8205476,24SOR_1000001,×,24SOR_1000001_8,×,0,2025/09/01,アンそろばんクラブ【本体代】初回プレゼント
223074,8205476,24SOR_1000001,×,24SOR_1000001_7,×,0,2025/09/01,アンそろばんクラブ【バッグ】初回プレゼント
223074,8205476,24SOR_1000001,×,24SOR_1000001_55,×,500,2025/09/01,入会時_当月分_カルチャー【設備費】
223213,8223212,,×,,×,4800,2025/09/01,アンプログラミングクラブ【講習費】夏期講習 4コマ(税別)
220643,8220538,,×,,×,500,2025/09/01,【D-06】　珠算【単級受検】15級(202507検定)
215027,8215026,,×,,×,900,2025/09/01,【D-17】　珠算【単級受検】6級(202507検定)
207867,8207856,,×,,×,900,2025/09/01,【D-19】　珠算【単級受検】5級(202507検定)
206181,8206178,,×,,×,500,2025/09/01,【D-02】　珠算【単級受検】19級(202507検定)
204658,8204656,,×,,×,750,2025/09/01,【D-11】　珠算【単級受検】10級(202507検定)
220773,8220772,,×,,×,500,2025/09/01,【D-04】　珠算【単級受検】17級(202507検定)
218356,8218355,,×,,×,1750,2025/09/01,【B-08】　珠算トリプル【13】【12】【11】級(202507検定)
200586,8200585,,×,,×,1000,2025/09/01,【D-24】　珠算【単級受検】準2級(202507検定)※2回目以降
213773,8213772,,×,,×,500,2025/09/01,【D-05】　珠算【単級受検】16級(202507検定)
216645,8216644,,×,,×,1250,2025/09/01,【E-10】　珠算【7】級+暗【9】級(202507検定)
221622,8221603,,×,,×,1500,2025/09/01,【C-09】　珠算ダブル【12】【11】級(202507検定)
15622,8112081,,×,,×,1000,2025/09/01,【D-24】　珠算【単級受検】準2級(202507検定)※2回目以降
203132,8203131,,×,,×,900,2025/09/01,【D-18】　珠算【単級受検】準5級(202507検定)
204260,8203026,,×,,×,900,2025/09/01,【D-18】　珠算【単級受検】準5級(202507検定)
201460,8201344,,×,,×,500,2025/09/01,【F-02】　暗算 【9】級(202507検定)
216458,8216176,,×,,×,500,2025/09/01,【D-03】　珠算【単級受検】18級(202507検定)
200083,8200071,,×,,×,900,2025/09/01,【D-16】　珠算【単級受検】準6級(202507検定)
203204,8203203,,×,,×,900,2025/09/01,【D-16】　珠算【単級受検】準6級(202507検定)
221798,8221797,,×,,×,750,2025/09/01,【C-03】　珠算ダブル【18】【17】級(202507検定)
208027,8207222,,×,,×,1250,2025/09/01,【E-11】　珠算【7】級+暗【8】級(202507検定)
15043,8104850,,×,,×,1000,2025/09/01,【D-27】　珠算【単級受検】1級(202507検定)※2回目以降
207238,8207237,,×,,×,900,2025/09/01,【D-21】　珠算【単級受検】4級(202507検定)
209007,8208618,,×,,×,900,2025/09/01,【D-18】　珠算【単級受検】準5級(202507検定)
215348,8206000,,×,,×,1500,2025/09/01,【C-10】　珠算ダブル【11】【10】級(202507検定)
215055,8205644,,×,,×,900,2025/09/01,【D-17】　珠算【単級受検】6級(202507検定)
206480,8112647,,×,,×,900,2025/09/01,【D-20】　珠算【単級受検】準4級(202507検定)
214873,8214872,,×,,×,1250,2025/09/01,【E-09】　珠算【7】級+暗【10】級(202507検定)
219442,8219441,,×,,×,1000,2025/09/01,【B-04】　珠算トリプル【17】【16】【15】級(202507検定)
219711,8219709,,×,,×,500,2025/09/01,【D-08】　珠算【単級受検】13級(202507検定)
206801,8206800,,×,,×,1200,2025/09/01,【D-22】　珠算【単級受検】準3級(202507検定)
217969,8217968,,×,,×,1500,2025/09/01,【C-10】　珠算ダブル【11】【10】級(202507検定)
220218,8111538,,×,,×,500,2025/09/01,【D-06】　珠算【単級受検】15級(202507検定)
213165,8213002,,×,,×,900,2025/09/01,【D-17】　珠算【単級受検】6級(202507検定)
217671,8217670,,×,,×,750,2025/09/01,【D-14】　珠算【単級受検】準７級(202507検定)
218291,8218289,,×,,×,500,2025/09/01,【D-07】　珠算【単級受検】14級(202507検定)
208077,8208075,,×,,×,900,2025/09/01,【D-17】　珠算【単級受検】6級(202507検定)
15472,8102638,,×,,×,1000,2025/09/01,【D-26】　珠算【単級受検】2級(202507検定)※2回目以降
216667,8216666,,×,,×,500,2025/09/01,【D-03】　珠算【単級受検】18級(202507検定)
212563,8212562,,×,,×,900,2025/09/01,【D-19】　珠算【単級受検】5級(202507検定)
15943,8110662,,×,,×,2000,2025/09/01,【D-26】　珠算【単級受検】2級(202507検定)
221728,8216198,,×,,×,500,2025/09/01,【A-01】　珠算チェック【20】【19】【18】級(202507検定)
205819,8203262,,×,,×,750,2025/09/01,【D-11】　珠算【単級受検】10級(202507検定)
212558,8212557,,×,,×,500,2025/09/01,【F-02】　暗算 【9】級(202507検定)
218209,8218208,,×,,×,500,2025/09/01,【A-01】　珠算チェック【20】【19】【18】級(202507検定)
217963,8217962,,×,,×,750,2025/09/01,【C-06】　珠算ダブル【15】【14】級(202507検定)
16518,8112734,,×,,×,1500,2025/09/01,【D-24】　珠算【単級受検】準2級(202507検定)
214967,8214966,,×,,×,500,2025/09/01,【D-07】　珠算【単級受検】14級(202507検定)
208912,8208911,,×,,×,750,2025/09/01,【D-11】　珠算【単級受検】10級(202507検定)
205057,8205055,,×,,×,500,2025/09/01,【F-01】　暗算 【10】級(202507検定)
