請求ID,有無,作業内容,リスト化,対象,保護者ID,生徒ID,対象　契約ID,対象　請求ID,対象　同ブランド,対象　チケットID,対象カテゴリー,請求カテゴリー区分,金額,請求単位,税区分,複数個,繰り返し,自動請求,開始日,終了日,顧客表記用請求名（契約、請求IDの請求は、そのすぐ下に表記）,終了条件,社長のIF文用備考,請求申請者申請許可,返金時の注意,元請求月謝,登録日時,登録ユーザー,最終更新日時,最終更新ユーザー
AB0000003482,1,1,1,1,8889336,2222495,24SOR_1000005,24SOR_1000005_60,アンそろばんクラブ,,入会時教材費,88,3000,円,1,,1,1,2025/11/01,2025/11/30,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003481,1,1,1,1,8889336,2222495,24SOR_1000005,24SOR_1000005_55,アンそろばんクラブ,,入会時設備費,87,500,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分_カルチャー【設備費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003474,1,1,1,1,8223748,223749,24SOR_1000005,24SOR_1000005_8,アンそろばんクラブ,,そろばん本体代,82,0,円,1,,1,1,2025/11/01,2025/11/30,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003472,1,1,1,1,8223748,223749,24SOR_1000005,24SOR_1000005_6,アンそろばんクラブ,,入会金,80,5000,円,1,,1,1,2025/11/01,2025/11/30,アンそろばんクラブ【入会金】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003473,1,1,1,1,8223748,223749,24SOR_1000005,24SOR_1000005_7,アンそろばんクラブ,,バッグ,81,0,円,1,,1,1,2025/11/01,2025/11/30,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003475,1,1,1,1,8223748,223749,24SOR_1000005,24SOR_1000005_60,アンそろばんクラブ,,入会時教材費,88,2500,円,1,,1,1,2025/11/01,2025/11/30,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003470,1,1,1,1,8223773,223774,24AEC_1000067,24AEC_1000067_53,アンイングリッシュクラブ,,入会時授業料3,92,909,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分【授業料】(前払い制の為) _ ３回分,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003471,1,1,1,1,8223773,223774,24AEC_1000067,24AEC_1000067_60,アンイングリッシュクラブ,,入会時教材費,88,8000,円,1,,1,1,2025/11/01,2025/11/30,入会時_【教材費】White,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003469,1,1,1,1,8223773,223774,24AEC_1000067,24AEC_1000067_3,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/11/01,2025/11/30,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003463,1,1,1,1,8889281,2222478,24SOR_1000038,24SOR_1000038_5,アンそろばんクラブ,,そろばん本体代,82,0,円,1,,1,1,2025/11/01,2025/11/30,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003464,1,1,1,1,8889281,2222478,24SOR_1000038,24SOR_1000038_4,アンそろばんクラブ,,バッグ,81,0,円,1,,1,1,2025/11/01,2025/11/30,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003465,1,1,1,1,8889281,2222478,24SOR_1000038,24SOR_1000038_60,アンそろばんクラブ,,入会時教材費,88,3000,円,1,,1,1,2025/11/01,2025/11/30,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003461,1,1,1,1,8889281,2222478,24SOR_1000038,24SOR_1000038_52,アンそろばんクラブ,,入会時授業料2,91,606,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分【授業料】(前払い制の為) _ ２回分,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003459,1,1,1,1,8889224,2222467,24SOR_1000005,24SOR_1000005_60,アンそろばんクラブ,,入会時教材費,88,3000,円,1,,1,1,2025/11/01,2025/11/30,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003455,1,1,1,1,8889224,2222467,24SOR_1000005,24SOR_1000005_7,アンそろばんクラブ,,バッグ,81,0,円,1,,1,1,2025/11/01,2025/11/30,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003456,1,1,1,1,8889224,2222467,24SOR_1000005,24SOR_1000005_52,アンそろばんクラブ,,入会時授業料2,91,2120,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分【授業料】(前払い制の為) _ ２回分,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003454,1,1,1,1,8889224,2222467,24SOR_1000005,24SOR_1000005_6,アンそろばんクラブ,,入会金,80,5000,円,1,,1,1,2025/11/01,2025/11/30,アンそろばんクラブ【入会金】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003457,1,1,1,1,8889224,2222467,24SOR_1000005,24SOR_1000005_54,アンそろばんクラブ,,入会時月会費,86,700,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分【月会費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003458,1,1,1,1,8889224,2222467,24SOR_1000005,24SOR_1000005_55,アンそろばんクラブ,,入会時設備費,87,500,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分_カルチャー【設備費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003453,1,1,1,2,8205651,223778,,,その他,,1,0,8000,円,1,,1,0,2025/11/01,2025/11/30,入会時_【教材費】White,１回だけ,,,,2025/11/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003452,1,1,1,1,8203266,220326,24AEC_1000067,24AEC_1000067_60,アンイングリッシュクラブ,,入会時教材費,88,6000,円,1,,1,1,2025/11/01,2025/11/30,入会時_【教材費】White,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003451,1,1,1,1,8203266,220326,24AEC_1000067,24AEC_1000067_3,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/11/01,2025/11/30,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003449,1,1,1,1,8221894,221895,24KID_1000134,24KID_1000134_5,アンさんこくキッズ,,バッグ,81,0,円,1,,1,1,2025/11/01,2025/11/30,アンさんこくキッズ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003450,1,1,1,1,8221894,221895,24KID_1000134,24KID_1000134_60,アンさんこくキッズ,,入会時教材費,88,750,円,1,,1,1,2025/11/01,2025/11/30,入会時_【教材費】 1教科（4月・8月・12月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003445,1,1,1,1,8223045,223046,24AEC_1000015,24AEC_1000015_50,アンイングリッシュクラブ,,入会時授業料A,85,5980,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003444,1,1,1,1,8223045,223046,24AEC_1000015,24AEC_1000015_6,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/11/01,2025/11/30,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003443,1,1,1,1,8223045,223046,24AEC_1000015,24AEC_1000015_5,アンイングリッシュクラブ,,入会金,80,10000,円,1,,1,1,2025/11/01,2025/11/30,アンイングリッシュクラブ【入会金】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003446,1,1,1,1,8223045,223046,24AEC_1000015,24AEC_1000015_54,アンイングリッシュクラブ,,入会時月会費,86,1000,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分【月会費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003448,1,1,1,1,8223045,223046,24AEC_1000015,24AEC_1000015_60,アンイングリッシュクラブ,,入会時教材費,88,8000,円,1,,1,1,2025/11/01,2025/11/30,入会時_【教材費】Red,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003447,1,1,1,1,8223045,223046,24AEC_1000015,24AEC_1000015_55,アンイングリッシュクラブ,,入会時設備費,87,500,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分_カルチャー【設備費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003440,1,1,1,1,8215448,223788,24SOR_1000038,24SOR_1000038_5,アンそろばんクラブ,,そろばん本体代,82,0,円,1,,1,1,2025/11/01,2025/11/30,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003439,1,1,1,1,8215448,223788,24SOR_1000038,24SOR_1000038_4,アンそろばんクラブ,,バッグ,81,0,円,1,,1,1,2025/11/01,2025/11/30,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003441,1,1,1,1,8215448,223788,24SOR_1000038,24SOR_1000038_60,アンそろばんクラブ,,入会時教材費,88,3000,円,1,,1,1,2025/11/01,2025/11/30,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003442,1,1,1,1,8215448,223788,24SOR_1000038,24SOR_1000038_50,アンそろばんクラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003436,1,1,1,1,8223019,223696,24AEC_1000067,24AEC_1000067_3,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/11/01,2025/11/30,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003437,1,1,1,1,8223019,223696,24AEC_1000067,24AEC_1000067_60,アンイングリッシュクラブ,,入会時教材費,88,8000,円,1,,1,1,2025/11/01,2025/11/30,入会時_【教材費】White,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003438,1,1,1,1,8223019,223696,24AEC_1000067,24AEC_1000067_50,アンイングリッシュクラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/11/01,2025/11/30,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998856,1,1,1,2,8112483,16185,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料4級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998859,1,1,1,2,8213120,213122,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料4級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998864,1,1,1,2,8112324,15946,,,漢字検定,,,0,2000,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料7級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998854,1,1,1,2,8219698,219699,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料3級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998870,1,1,1,2,8100396,7478,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料準２級 ,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998860,1,1,1,2,8211951,211953,,,漢字検定,,,0,2000,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料6級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998869,1,1,1,2,8111146,14376,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料準２級 ,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998852,1,1,1,2,8204252,204394,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料3級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998853,1,1,1,2,8218477,218504,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料3級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998866,1,1,1,2,8210653,210696,,,漢字検定,,,0,1500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料9級 ,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998868,1,1,1,2,8206800,206801,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料準２級 ,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998867,1,1,1,2,8219447,221035,,,漢字検定,,,0,1500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料9級 ,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998863,1,1,1,2,8215608,215609,,,漢字検定,,,0,2000,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料7級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998861,1,1,1,2,8206891,206952,,,漢字検定,,,0,2000,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料6級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998862,1,1,1,2,8203930,206938,,,漢字検定,,,0,2000,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料7級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998858,1,1,1,2,8213120,213121,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料4級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998857,1,1,1,2,8206800,206802,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料4級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998851,1,1,1,2,8100253,6957,,,漢字検定,,,0,3500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料２級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998855,1,1,1,2,8111727,15275,,,漢字検定,,,0,2500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料3級,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998865,1,1,1,2,8207259,208696,,,漢字検定,,,0,1500,円,2,1,1,1,2025/11/01,2025/11/30,【2025年10月実施】漢検受験料9級 ,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998849,1,1,1,2,8222874,222877,,,メプレス,,,0,177100,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998845,1,1,1,2,8221950,221952,,,メプレス,,,0,477345,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998850,1,1,1,2,8223307,223308,,,メプレス,,,0,172260,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998831,1,1,1,2,8112810,16613,,,メプレス,,,0,84920,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998844,1,1,1,2,8221950,221951,,,メプレス,,,0,50600,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998847,1,1,1,2,8213082,222556,,,メプレス,,,0,0,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998830,1,1,1,2,8214484,214485,,,メプレス,,,0,320320,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998842,1,1,1,2,8221856,221857,,,メプレス,,,0,307500,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998838,1,1,1,2,8220487,220488,,,メプレス,,,0,115500,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998848,1,1,1,2,8222874,222876,,,メプレス,,,0,395240,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998837,1,1,1,2,8219995,219996,,,メプレス,,,0,124080,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998841,1,1,1,2,8221695,221696,,,メプレス,,,0,311300,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998839,1,1,1,2,8221058,221059,,,メプレス,,,0,148500,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998843,1,1,1,2,8221858,221859,,,メプレス,,,0,121000,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998834,1,1,1,2,8214635,214636,,,メプレス,,,0,279400,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998835,1,1,1,2,8216255,216256,,,メプレス,,,0,169840,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998846,1,1,1,2,8213082,222556,,,メプレス,,,0,271700,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998832,1,1,1,2,8211922,211984,,,メプレス,,,0,53900,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998840,1,1,1,2,8221202,221203,,,メプレス,,,0,298940,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998836,1,1,1,2,8219501,219502,,,メプレス,,,0,65560,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998833,1,1,1,2,8213082,213083,,,メプレス,,,0,483600,円,2,1,1,1,2025/11/01,2025/11/30,メプレス2025年11月分授業料,1,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998156,1,1,1,2,8220601,220602,,,アンそろばんクラブ,,,0,1000,円,1,1,1,1,2025/11/01,2025/11/30,【10月分】アンそろばんクラブ【授業料】そろばん30分_1：5マンツー  週1コマ（ぽっきり価格）,1回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998172,1,1,1,2,8206668,222050,,,アン美文字クラブ,,,0,1000,円,1,1,1,1,2025/11/01,2025/11/30,【10月分】アン美文字クラブ【授業料】【硬筆】1：3マンツー  週1コマ（ぽっきり価格）,1回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998160,1,1,1,2,8221959,221960,,,アンそろばんクラブ,,,0,1000,円,1,1,1,1,2025/11/01,2025/11/30,【10月分】アンそろばんクラブ【授業料】そろばん30分_1：5マンツー  週1コマ（ぽっきり価格）,1回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
TB9998171,1,1,1,2,8223142,223143,,,アンそろばんクラブ,,,0,1000,円,1,1,1,1,2025/11/01,2025/11/30,【10月分】アンそろばんクラブ【授業料】そろばん30分_1：5マンツー  週1コマ（ぽっきり価格）,1回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
